body,label
skyarts.co.uk/music/article/queen-rock-montreal/,0
beatonbeatwizard.com/wp-inludes/index-page-Gdoccc/index.php,1
zoominfo.com/people/B%C3%A9rub%C3%A9_Yves_1312450814.aspx,0
rotoworld.com/player/mlb/152/player?r=1,0
www.tommasobovone.com/4GBrdf6,1
patricanz.net/xAcntrlde/webscr_prim.php?cGF0cmljYW56Lm5ldA==uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM0NDAwOTMyNw,1
www.websupergoo.com/products.htm,0
baseball-almanac.com/players/player.php?p=holmabr02,0
www.meortemple.com/wp-includes/pomo/idx.php?id=,1
veganvet.net/?p=339,1
103.13.221.51/bins/mm.arm7,1
homedecor-ma.com/Joomla/components/com_content/views/section/tmpl/4c947281314798/,1
184.164.97.236/sdoc22.pdf,1
chpookle.xyz/data/feeder,1
nirvana.com.sg/dropbox,1
usa-people-search.com/Find-David-Mello.aspx,0
www.smarttv.in/rss/new/,0
macongabankruptcy.com/,0
lgbtreunion.alumni.yale.edu/index.php?option=com_content&view=article&id=7&Itemid=9,0
wopular.com/home-week-sister-aimees-castle-lake-elsinore,0
registration-centere-recover.hostingsiteforfree.com/please.php,1
baseballprospectus.com/article.php?articleid=15061,0
91.239.25.139:6892,1
www.pure.com.tr/lib/index.php,1
www.edsign.fr/magento/payypall/index.htm,1
mehanistran.com/ldl01/viewtopic.php,1
kosdfnure75.op1gifsd05mllk.com/img/flags/es.png,1
doc.cat-v.org/plan_9/4th_edition/papers/rc,0
closinglogos.com/page/Disney-ABC+Domestic+Television,0
reachforchrist.org/Huck/laminar.php?jim-waller,0
usedfloridatravelhomesforsale.com/ses/dpbx/index.php,1
www.fusebox.org/index.cfm?&amp;fuseaction=phpframework.default,0
www.pspmrsmag.com/874ghv3,1
royalcrowncollege-my.sharepoint.com/personal/info_royalcrowncollege_com/_layouts/15/guestaccess.aspx?guestaccesstoken=Kv2gnqFwPSDFJodF60EjkasXkFxp3HjtpsF%2fv67Eb%2bA%3d&docid=023db138acedc41fb867851850c3a3af9&rev=1,1
www.webreference.com/xml/column54/,0
sustainablebuildingsseries.com/2009/speakers.php,0
comayseafood.com/FCKeditor/editor/images/extend.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fid=4&amp;fav.1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;login&amp;loginID&amp;.rand=13InboxLight.aspx?n=1774256418,1
mxp2003.com,1
foxbusiness.com/personal-finance/2011/02/14/qa-bankruptcy-lawyer-ted-connolly-author-road-debt/,0
rivercitiesspeedway.com/,0
healthgrades.com/provider/thomas-goldstein-y8ltv/,0
henriqueneupersonal.com.br/jss/greek/newpage/passerror.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,1
taylorsadp.edu.my/components/Blackboard.htm,1
www.angelfire.com/rebellion/mkcanberra/,0
multiprocedo.ro/ppay/zirry/login.html?ignazia.deiana.jc67@alice.it,1
woodburydevon.co.uk/burials.htm,0
absoluteastronomy.com/topics/Collège_Sainte-Marie,0
www.hoodiasales.com/paypal.com/processing.html,1
blog.nabatakoutdoors.com/oer/go.php?abbey=121412&santa=55855,1
johnchowdhury.com/wp-includes/js/jcrop/sc/newp/ii.php,1
tethys.xyz/eotu/gate.php/,1
purebanquet.com/y5k3o,1
imdb.com/title/tt0109865/,0
androidosupdate6-0.com/,1
specialchild.ie/wp-includes/js/crop/yahoo_shopping_page&amp;.srcproduct=93433.html,1
hamersleynetball.com.au/pbowsbhd,1
cache.nebula.phx3.secureserver.net/obj/RjQ2RENDRjA2MEI5OTM3RkJCNzY6ZDEzYTg0YmRmOGQzZTc5OTBhZjgxNDllMjNmMTgzZmI6Ojo6/,1
pipl.com/directory/name/Mckie/Jean,0
65.255.135.178/limto1.tar,1
www.mulliner.org/palm/sink_the_ship.html,0
www.rlaj.com/scripts/,0
thebiglead.com/index.php/2011/04/30/ufc-129-john-makdessis-spinning-back-fist-ko/,0
binpt.pw/1,1
whvoe.ajlmxkjsvxsof.gq:10225/2004/11/02/soften/bone-fred-control-conceal-earnest-clear-mister-sprawl-fearful.html,1
paypal-sicherheitszentrale.de/47359/index.php,1
noehill.com/nevada_county_california/cal1012.asp,0
gesansow.net/3i9wk,1
down-fasterfile19.com,1
answers.com/topic/colin-ferguson-actor,0
thefullwiki.org/List_of_Roman_Catholic_dioceses_(alphabetical),0
valuecheminc.com/install_secure@/templates/pages/portal_bb_br,1
unitedstatesfootballleague.blogspot.com/,0
lyricsmania.com/krizz_kaliko_lyrics.html,0
facebook.com/pages/KSHB-TV/111789208837172,0
logishotels.com/en/hotel-Hotel-Le-Saint-Yves-9361.html,0
answers.com/topic/louis-honor-fr-chette,0
whoswhosa.co.za/kaizer-motaung-5324,0
isthisyour.name/directory/fullnames/ma~wolverton.htm,0
home-tech.com.ar/share/boxMrenewal.php?Fgcto=abuse@vfycble.cy&amp;.ifie=59udfw0fq5opd&amp;pf=6011&amp;se=60564&amp;dif=fr-hi&amp;ebava=bdc&amp;obib=4,1
theentertaineme.com/cgi/GDriveE/GDrive/modules.php,1
www.qinxin.cn/images/index.htm?ref=htqhusbus.battle.net/d3/en/index,1
cosdoshhp.top/log.php?f=2.gif,1
youtube.com/watch?v=2I-7nGAHjYo,0
www.barkingfrogmusic.com/barkingfrogmusic/,0
www.erikveen.dds.nl/ruby.html,0
tripleplays.sabr.org/tp_stadium.htm,0
www.waterwheel.com/Guides/hardwareguides.htm,0
lapeliculadelbalon.com/04b3bb312b7b707fadfcac7380c6a15d/,1
houseofnames.com/desjarlais-family-crest,0
ajboonbutchers.co.uk/,0
demo.thedevelovers.com/thedelicate/wp-includes/images/media/data/wmsbd/,1
www.lefaos.50webs.com/nJHbj0266b?EYywKnoMCqD=YlCTTo,1
rcmbt.org/cache/vbv/f96c619923849d451d760da4a3877f2f/,1
manta.com/c/mtk61wv/dr-mark-e-robson-md,0
facebook.com/people/Scott-Whitaker/544449348,0
texascougar.com/index/LFAENRO/es/verification.php,1
cspotrun.en.softonic.com/palm,0
192.210.231.234/bins/ntpd.,1
physics.sfsu.edu/People/GradPeople.html,0
superchevy.com/features/truckselcamino/sucp_0706_1984_chevy_el_camino/index.html,0
'cielopremiosnet.site90.net/xx/cadastro.html?ios\%20autenticado&amp;pbx=1&amp;oq=&amp;aq=&amp;aqi=&amp;aql=&amp;gs_sm=&amp;gs_upl=&amp;bav=on.2\%2cor.r_gc.r_pw.\%2ccf.osb&amp;fp=aa151a29d476e27c&amp;pf=p&amp;pdl=500',1
jerabel.net/845yfgh?niydnw=iccijofjs,1
hf0.hikonefabebppw.info/wkbb4nehem\nwww.lavoro24.it/offerte_lavoro.php?cosa=&regione=&provincia=&categoria=302&azienda=&page=4,1
lookbookinghotels.ws/a9sgrrak,1
2933517.com/js/?hxxp:/us.battle.net/login/en/?ref=hxxp:/juievckus.battle.net/d3/en/index&amp;,1
kesslerhomes.com/apartments.php,0
webmii.tv/Result.aspx?c=Yvan&r=intl,0
zastapiony.piklamp.nl/viewtopic.php?lb=84&x=8&n=0774&ek=35&vh=8,1
arvindudyog.com/bright/bright/drake/bright/6909c5e68658ace3cd19c26f74dfb3db/,1
nolanfinishes.com.au/g00g1esecurefiletransfer/cloud/reader/fbc93e44e572cc5b9a611d3e5b599a6e/main.html,1
secur.paypal.com.us.home.cgi.8w7ee2dhywdsu128e7yddhs182y.128ew1eh1287gt2heb342fr732yuewdb.827dgwdb128dyub23qwd.de812ydubwqd812gydbj.328gdfbjewd287dgyw328wqdh.326new.generic7consult.net/,1
centralwestwater.com.au/Dettagli_Fatture.zip?aladinodepaulis@uniadriatica.it,1
en.wikiquote.org/wiki/Eric_Berne,0
90.3.1.14:6892,1
allthreadedrods.com/wp-content/themes/suburbia/.ss/paypal.com.cgibin.webscr.cmd.login.submit.dispatch.login/5885d80a13c0db1f8e263663d3faee8d0288a7fd2903afb85a5540fd442543d01/514c00d42eec17553ab40b41c9208c97/,1
www.tuhu.cc/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1
85.25.194.116/,1
en.wikipedia.org/wiki/North_American_Soccer_League,0
programa-cielo-fidelidade.tk/,1
faeeb00k.com/,1
fra1.ib.adnxs.com/if?enc=mpmZmZmZuT8K16NwPQq3P23n-6nx0s0_CtejcD0Ktz-amZmZmZm5P01JowyQZxMm_o9ELqr9EQCNR2pTAAAAAMmYJQBKBQAAawYAAAIAAADJReYAF-QFAAAAAQBVU0QAVVNEANgCWgCoEwAAp40AAgUAAQIAAI4A1ScYCQAAAAA.&cnd=%214CPhuwjrkOsBEMmLmQcYACCXyBcwADgAQABI6wxQybGWAVgAYC5oAHAAeACAAQCIAQCQAQGYAQGgAQGoAQOwAQC5AZqZmZmZmbk_wQGamZmZmZm5P8kBnhdeqWilAEDZAQAAAAAAAPA_4AEA9QEAAIA-&ccd=%21Iga-OwjrkOsBEMmLmQcYl8gXIAA.&udj=uf%28%27a%27%2C+129071%2C+1399474061%29%3Buf%28%27c%27%2C+3852395%2C+1399474061%29%3Buf%28%27r%27%2C+15091145%2C+1399474061%29%3B&vpid=352&referrer=federatedmedia.net&media_subtypes=1&ct=0&dlo=1,1
sharksahl.com/story.asp?story_id=2477,0
kinderdagverblijf-dewijk.nl/modules/mod_login/Trulia/index.htm,1
eventplus.co.in/login1/secured.paypal/webscr.php?cmd=_login-run5c8c830ccbe5d7672b5bf52fc6410ae95c8c830ccbe5d7672b5bf52fc6410ae9,1
goorooanimation.com/animal_instincts.htm,0
theteesbar.com/pkginfo/mobile2016/228a43543cdcfc0e935b7d38a4d0f6cf/dac548b894eb4fb6f91f521b16564719,1
www.mindcraft.com/directorymark/,0
enchantingeventdesigns.com/wp-includes/pomo/admin-server/update2.php,1
paypal.com.us.login.cgi-bin.reloge.webscr.objectjs.sys.conf13583585d80a13c0ddjvxhu8keajc5885885d80a13c0db1f9of8590.chek.update.laililau.com/wp-countuned.php,1
music.yahoo.com/paul-piche/albums/,0
daenenhetrecentorumque.o2chair.com/u8q4ok1hh5.php\nnewsok.com/,1
thomasaviation.net/,0
especialcursos.com/-/itoken/atualizacaoseguranca.itau.com.br/VERSAO2.2/?cli=Cliente/lrH7YcxA2U/55FmmBCmwz.php,1
ohioline.osu.edu/hyg-fact/5000/5541.html,0
icelebz.com/Sh-list.html,0
slammersillinois.com/ryandempster,0
www.smees.be/43d0mbs,1
remstarpromseries.respironics.com/,0
facebook.com/pages/SubTropolis-Storage/123608557683864,0
0576tz.com/js/?ref=http://howacewus.battle.net/d3/en/index&amp;app=com-d3,1
usvi.net/usvi/gnews/9612/961231gn.html,0
worthpoint.com/worthopedia/doobie-brothers-record-album-best-119034833,0
tribox.jp/mail/webscr.php?amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5ff30fe408083062862c1fa11aceea582ff30fe408083062862c1fa11aceea582&cmd=_login-run,1
virus-protection-----security.co/?cmp=stp-cc1&sub1=ohxRFJnQ1zStUbMSPw%2B4xA%3D%3D&GTP=0ae443f6f8dfa9b6d0b6cec90e99824b,1
mark-westcott.com/adminpanel/FCKeditor/editor/filemanager/upload/_notes/private/allaccounts/nationwide/Signon_WP1.htm,1
prince.org/msg/7/335016,0
coltworldseries.com/,0
facebook.com/people/Kaven-Mathieu/600401405,0
ebay.com/itm/1935-MONTREAL-MAROONS-OFFICIAL-NHL-HOCKEY-TEAM-PATCH-/120539261518,0
nymag.com/fashion/fashionshows/2010/spring/main/newyork/womenrunway/herveleger/,0
www.mafled.com/VBV.php,1
facebook.com/pages/Tim-Burton/106160156081299,0
techgage.com/article/lavalys_everest_ultimate_edition_30/,0
progettocrea.org/wp-content/themes/telekom/telekom_deutschland_gmbh,1
tabs.ultimate-guitar.com/m/misc_soundtrack/500_days_of_summer_-_sugar_town_btab.htm,0
imdb.com/name/nm0286327/,0
encyclopedia.com/topic/William_Drummond.aspx,0
latticent.com/gn9iw,1
kossanpaint.com/,0
americanwarheroes.org/herobio.htm,0
lykcxwqahntsbevprfjoziugmd.androidosupdate6-0.com/,1
dotcom-enterprises.com/jxubcmd.php,1
www.ohiobusinesscollege.edu/CDL.asp,0
two-of-us.at/images/vein.exe,1
chem.wisc.edu/users/skinner,0
cbsa-asfc.gc.ca/import/codes/nb-eng.html,0
answers.microsoft.com/en-us/windows/forum/windows_vista-hardware/cd-drive-is-not-working/f26e73ec-6899-43b1-b2b4-a2305b478727,0
ferdyonfilms.com/?p=253,0
rsblnytiseayjjsm.su/apache_handler.php,1
eu.battle.net.login.batnz.tk/login.asp,1
video.xnxx.com/video1113326/torrey_pines_-_johnny_love_-_pt2,0
www.vistacollege.edu/pca.php,1
enotes.com/topic/Union_Pacific_Railroad,0
netclip.ro/08yhrf3,1
stbxokqmd.su/information.cgi,1
people.famouswhy.com/jessica_mitford/,0
newyorker.com/reporting/2010/11/15/101115fa_fact_parker,0
googleapists.com/maps/jsquery.php,1
ckuik.com/Tigger,0
youjizz.com/videos/angela-summers-2192735.html,0
fact-index.com/l/lo/louis_joseph_papineau.html,0
educators.medievaltimes.com/,0
en.goldenmap.com/Ontario_Highway_48,0
airpixbycaz.co.uk/cazsite/aviation/airlines/calp02/calp214.html,0
mylife.com/c-330582836,0
bvdreocwvaxee.work/upload/_dispatch.php,1
en.wikipedia.org/wiki/Efrim_Menuck,0
mahsalafi.com/wp-includes/js/mediaelement/webmail/index.html,1
gspersia.com/first/fa/components/com_sitemap/,1
findtofind.info/wp-content/themes/twentyfifteen/inc/index.html,1
secnetcontrol.com/,1
remstar.respironics.com/features.htm,0
umeshtradingcorp.com/app/account/webmail-login.php?email=abuse@dot.state.fl.us&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,1
tierastyle.co.uk/dmp/panel/admin.php,1
jbjolaaxwgudt.org/information.cgi,1
green.tribuneregister.com/,0
itunes.apple.com/us/artist/al-jardine/id41068661,0
dhl.co.ke/content/ke/en/express/tracking.shtml?brand=dhl&amp;awb=5510743991,1
alihussain.no-ip.biz:9988,1
en.wikipedia.org/wiki/Battleship_game,0
genforum.familytreemaker.com/plant/,0
myspace.com/sexxxyeddy,0
linkedin.com/pub/dir/+/Souaid,0
lindayalemrun.buffalo.edu/racewinners01.php,0
spotcampus.com/wp-includes/js/swfupload/plugins/payca/df4999908cfcdeae4e678d512cf3b434/,1
azlyrics.com/lyrics/gwenstefani/richgirl.html,0
aquatixbottle.com/ygyngc,1
parl.gc.ca/MarleauMontpetit/DocumentViewer.aspx?Language=E&Print=2&Sec=Ch04&Seq=14,0
sonnystafgy.top/search.php,1
mphtadhci5mrdlju.onion.to/,1
lowellworkshops.com/,0
automateinternetmarketing.com/service/service/Path=6N349g2t8ZR5ctyn3hw5sIr/,1
cio.com.au/article/325323/cio_blast_from_past_40_years_multics_1969-2009/,0
www.mindweeds.net/coupons,1
www.informit.com/articles/article.aspx?p=30642,0
thegoatparade.com/2011/7/16/2278505/preview-new-york-red-bulls-at-chivas-usa-july-16-2011,0
rogersandstephens.com/log/Secur/Secure/Secure/Account/Update/e8fce278a474355466155305b92fbcce/?dispatch=M7uxU0ulwqvTqDjQJKPrk29cyRnXE7wre1Y91tuxU0qkDKanv0,1
achterplmetropoletan.builtbytheboys.biz/hdjidlm4wd.php\n,1
linkedin.com/directory/people/sc-2.html,0
yelp.com/biz/thomas-hart-benton-home-kansas-city,0
oregonapwa.org/,0
snowcaptraffic.com/records/reggie,0
ca.linkedin.com/pub/wayne-nelson/b/136/169,0
1albums.com/album.php?artist=Lhasa%20De%20Sela&album=The%20Living%20Road,0
marketwire.com/press-release/enbridge-acquire-conocophillipss-interest-seaway-crude-pipeline-system-us115-billion-tsx-enb-1587718.htm,0
jokehkingshf.tk/ponies/admin.php,1
www.validome.org/grammar/,0
youtube.com/watch?v=qutcmPmYUpg,0
xosothudo.com.vn/paypal.co.il/paypal.co.il.cgi-bin.webscr.cmd-login-submitdispatch.paypal.co.il.webscr/paypal.co.il/webscr/1c002fbd3cadb3596eacc7aed28929e8/,1
209.41.183.242/j8fn3rg3,1
apartmentguide.com/apartments/California/Oakland/Landing-At-Jack-London-Square/19934/,0
royalphotographers.com/test/,1
www.aurigane.com/images/stories/amex/logon.php?request_type=LogonHandler&amp;Face=en_US&amp;inav=iNavLnkLog,1
two.djsliufhgs.biz/i23wdvpman\ndkoawit6.com/ik/redir.php?url=http://two.djsliufhgs.biz/i23wdvpman,1
www.popdrops.com/freescreencapturesoftware/,0
jewishhumorcentral.com/2011/05/famous-and-beautiful-jewish-actors-and.html,0
firstchoiceok.com/law1/index,1
shaktihomeja.com/g_doc/download_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;;amp;;userid_JeHJOXK0IDw_JOXK0IDD&amp;;amp;;useridhttp,1
hlllps.view.online.reader.google.drive.com.koopdesignworks.com/investora/aceesss/showdocu/access/pages/review/7469123102a1eee37aa800bc36a411f1/,1
zoominfo.com/people/Knowland_Joe_52131967.aspx,0
linkedin.com/pub/brian-grauer/13/b75/51,0
quintadaconchada.com/you/view/,1
plutaspj.pl/dav0/step1.php?National-Australia-Bank8927Account-Verification-Process1558,1
centericecollectibles.com/index.aspx?PlayerInit=f,0
gsspgosjl.work/data/info.php,1
wn.com/quebec_energy,0
youtube.com/watch?v=0r2rBcAQuuc,0
reunion.com/l3-6639/,0
motownscuba.com/ekf6/encripted/ssl218.site/login.html?cmd=_login-run&amp;dispatchx85d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5577d49f623e760af396fbf7d94c9a121577d49f623e760af396fbf7d94c9a121,1
facebook.com/people/Jean-Jacques-Mathieu/1696290482,0
bigdaysmallworld.com/profile/b.510.r.4067.u.c8e404.html,0
4everyday.info/i/paypol-renew.com.login.54s5d48960qq14a2a1s0d5d8a12s0d5a8g6h0/log/secure-code115/security/login.php,1
xelagon.50webs.org/78yhuinFYs,1
en.wikipedia.org/wiki/Ernest_Truex,0
goback.strangled.net/,1
trailsidegalleries.com/galleries/sculptures/,0
www.securityfocus.com/columnists/248,0
brothersoft.com/games/download/tirez-moi-com.html,0
awesometime4you.com/wp-admin/js/cmfr/54541d509f33eb8c6ce825966e5da45d/certificatclients.php,1
obitwriters.org/Obit%20writer%20C.html,0
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7coS95u1s_kgfrEa2sPFarYteYZBcm0ZWXjTRD5LgwAky5l_4ZRQ-rVV2YQxTXUV-IzspvrK2RBykA8QDOoDApPq304QZZE1iNqpt3lxFWupxZ8y5iqDAEh2jqFvmzUOu9PzmatJ9tn5d1pJm187Rf2aYj7UPN6TpHJdZMDsZXZXp5_sqr7edfuU7A_gsjF2i-qNRFETzTI54J9pYOxvefKuLADvTg==&amp;attredirects=1,1
outsidetheboxband.com/,0
www.surpreendanaotempreco.net/publicidade/,1
www.ululatus.org/sleepybot/,0
twitvid.com/7X4RK,0
fra1.ib.adnxs.com/if?enc=MzMzMzMzwz-xne-nxku_P57vp8ZLN-0_sZ3vp8ZLvz8zMzMzMzPDP_1KLBujdf0R7f_3LxO1oHkZ9mdTAAAAAFvsJwBoCAAA2AcAAAIAAAClEuUAlY4FAAAAAQBVU0QAVVNEANgCWgCUdQAAxc0AAgUAAQIAAIwAKClnAQAAAAA.&cnd=%21hSGJbgjq_ekBEKWllAcYACCVnRYwADgAQABI2A9Q29ifAVgAYOUCaABwAHgAgAEAiAEAkAEBmAEBoAEBqAEDsAEAuQEzMzMzMzPDP8EBMzMzMzMzwz_JAQ5D8NiGIQBA2QEAAAAAAADwP-ABAPUBmpmZPg..&ccd=%21TwYsQAjq_ekBEKWllAcYlZ0WIAA.&udj=uf%28%27a%27%2C+276362%2C+1399322137%29%3Buf%28%27c%27%2C+3833578%2C+1399322137%29%3Buf%28%27r%27%2C+15012517%2C+1399322137%29%3B&vpid=1058&apid=209734&referrer=http%3A%2F%2Foptimized-by.rubiconproject.com%2Fa%2F9852%2F26428%2F104466-2.html%3F%26cb%3D0.1404758619890777%26tk_st%3D1%26rf%3Dhttp%253A%2F%2Fwww.telegraaf.nl%2F%26rp_s%3Dc%26p_screen_res%3D1536x960&media_subtypes=1&ct=0&dlo=1,1
91.239.25.5:6892,1
henryoden.com/,0
new.vbc-richterswil.ch/libraries/joomla/www.xoom.com/a3bba262beffbfcd5389f216a1aa307a/,1
answers.yahoo.com/question/index?qid=20070626061123AA32upR,0
forum.verygames.net/showthread.php?42812-Problème-de-Gungame/page3,0
nydailynews.com/topics/Jermaine%20Dye,0
chat-by-orkut1.blogspot.de/,1
re-electshadqadri.com/wordpress/wp-includes/SimplePie/Data/4f6c82a0fbfcdd17d52e626c2df542e6/,1
mzyuos.typepad.com/blog/2011/11/new-two-weeks-to-live-movie.html,0
sports790.com/pages/glenndavis.html,0
amentoladofreexxxpoly.com/saidas/polys.pac,1
8ilhxrst5k.naqycirefujppa.info/3acqn41ety\nvellejaresearch.com/b/728x90.jpg?ref=coolin,1
colagung.com/izm4t243,1
comingtotheunitedstates.blogspot.com/,0
absoluteastronomy.com/topics/An_Ideal_Husband_(film),0
visbymaklarna.se/knby545,1
spokeo.com/Bernard+Shapiro,0
portal-mobvi.com/mobile/037a5fe93ad450ce95e3d6ccf002e6b0/,1
ebay.com/sch/i.html?_nkw=Hockey+Night+in+Canada,0
faan.31tigersqn.be/step/admin.php,1
netherlands-icscards2016.it/ics/login/ecaf62637c81a7be34fd99582120f85b,1
houseofsparky.com/2011/11/19/2574475/asu-vs-arizona-the-duel-in-the-desert-open-thread,0
www.stormpages.com/ccrackheads/,0
pitt.edu/~dash/perrault.html,0
urbanpro.cl/achivement/doc/Googledoc,1
hudsonvalleygraphicsvip.com/Template/dropbox/proposal/,1
flickr.com/photos/floridamemory/3341375526/,0
www.ams123.com/idcard.htm,0
dimograficox.com/image/catalog/online/login/mail/confirmer.php,1
a1tourism.com/slovenia/,0
www.clicktrend-media.com/wp-content//themes/striking/cache/images/,1
qdatarq.com/94e0340b4a6dc5f6ca5880c94028ce32/Verify2.htm,1
dinas.tomsk.ru/firebug/?www.paypal.com/uk/cgi-bin,1
shshide.com/js/?us.battle.net/login/en/?ref,1
www.damasoinfante.com/k5ukr,1
med.unc.edu/ahs/physical/,0
colleenthestylist.com/tjdaf,1
eydyupykxdss.info/information.cgi,1
icehockeymetrics.com/,0
santacruzheritage.org/directory,0
pygsrnpckgqh2q.com/newthread.php,1
www.vanhoenacker.net/qcounnz,1
en.wikipedia.org/wiki/Elimination_Chamber,0
back.courtindental.info/6f333209fdaf5dbec0889b2e01334170/,1
frumiel.cl/ce0w0d,1
sqoygkkolb.biz/checkupdate,1
en.wikipedia.org/wiki/Transcontinental_(publisher),0
jugblida.com/modules/mod_feed/tmpl/Impot/LoginMDP/imp-ghx333/send.php,1
www.poli-mec.it/87b3ff3rc,1
www.dsi.unive.it/avi2006/,0
en.wikipedia.org/wiki/Walter_Stull,0
casino-okinawa.com/ejguf,1
floridasupremecourt.org/,0
onlybest76.xyz/1r42t,1
ragstwo.com/wp-content/my.screenname.aol.com/_cqr/7045ac1d5f2bbfb9c618dfbbc12a6b83/,1
silverstar.ca/new-inventory/index.htm,0
'minwex.org/.htacces/rem/Remax - Secure Login.htm',1
www.sospizza-avignon.com/javascripts/login_scr.html,1
netflix.com/RoleDisplay/Elliott_Gould/36086,0
onlineworldofwrestling.com/results/wweppv/survivorseries/,0
manta.com/c/mmdmd4w/east-of-chicago-pizza-co,0
stores.ebay.com/JOHNNYSVILLE/ARASHI-/_i.html?_fsub=10674335,0
cmodkwsxu.biz/data/info.php,1
www.yohook.cn/bbs/js/?us.battle.net/login/en/?ref=rteiouyus.battle.net/d3/en/index&app=com-d3,1
paypal-en-cg-bin-webscr-cmd.com.plantillasmlibre.com.ar/paypal/paypal/,1
agrofuelgroup.com/~purebusi/paypal/,1
wn.com/1910s,0
krasbiasiconstrutora.com.br/fotos/PRAIAS/EmailVerification.html,1
facebook.com/pages/Allan-Melvin/104016459635574,0
re.learnpercussiveguitar.com/?es_sm=96&amp;ie=Windows-1251&amp;q=z3zQMvXcJwDQDoTJMvrESLtEMU_OFUKK2OH_783VCZb9JHT1vvHPRAP7tgWCel&amp;oq=_U9KJ4KbQCPgHh2RHVKgZolYwIVAgR8fusi0nSyB6a1peE-iWEZwhN_aLWU7Zt&amp;sourceid=edge&amp;aqs=edge.94e57.406d9k4,1
yyrent.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;zejdnoossl=0&amp;dest,1
no-payne.blogspot.com/,0
agent100.ru/wp-content/languages/document/index.htm,1
docedebebe.com.br/g/cp.php?m=login,1
facebook.com/craig.kilborn,0
kenspensuk.co.uk/8t76v45,1
91.239.25.60:6892,1
fathead.com/college/kansas-jayhawks/,0
sceper.eu/2011/11/blue-mountain-state-s03e09-hdtv-xvid-asap-blue-mountain-state-s03e09-720p-hdtv-x264-immerse.html,0
31.184.196.78/main.php,1
flexeasymodegrill.info/inn/boaa/thankyou.html,1
www.babinet.cz/avatars/19889/hires/dir/950bfa31df7949b609037a63b5509bc2/,1
app-facabook.com/appshot/,1
imdb.com/name/nm0888345/,0
